nombre,categoria,direccion_completa,barrio,comuna
CUETO,RESTAURANTE,RIVADAVIA AV. 2902,Balvanera,Comuna 3
CUMAN,BAR,ARCE 499,Palermo,Comuna 14
CUMANA,CAFE,RODRIGUEZ PEÃÆÃ¢â¬ËA 1149,Recoleta,Comuna 2
CUNY,RESTAURANTE,RIOBAMBA 500,Balvanera,Comuna 3
CURTIS,RESTAURANTE,"ALSINA, ADOLFO 2725",Balvanera,Comuna 3
CUTTER'S CAFE,RESTAURANTE,"PUEYRREDON, HONORIO, DR. AV. y JUSTO, JUAN B. AV.",Villa Crespo,Comuna 15
D7'A SEPTIMO DIA,BAR,"CARRANZA, ANGEL JUSTINIANO 1875",Palermo,Comuna 14
DACROY,RESTAURANTE,ARENALES 2399,Recoleta,Comuna 2
DADA,RESTAURANTE,SAN MARTIN 941,Retiro,Comuna 1
DADY'S,RESTAURANTE,PASO 415,Balvanera,Comuna 3
DAFNI,RESTAURANTE,ARMENIA 1231,Palermo,Comuna 14
DALI,RESTAURANTE,JUNIN 1950,Recoleta,Comuna 2
DALINGER,RESTAURANTE,GORRITI 5801,Palermo,Comuna 14
DAMBLEE,RESTAURANTE,RIVADAVIA AV. 3402,Almagro,Comuna 5
DAMIANO,BAR,GORRITI 5577,Palermo,Comuna 14
DANDY,BAR,DEL LIBERTADOR AV. 2410,Palermo,Comuna 14
DANELA,RESTAURANTE,JUNIN 1541,Recoleta,Comuna 2
DANIS,VINERIA,ESMERALDA 705,San Nicolas,Comuna 1
DASHI,RESTAURANTE,FITZ ROY 1613,Palermo,Comuna 14
DAYKIRY,VINERIA,CORRIENTES AV. 1286,San Nicolas,Comuna 1
DBA DANIEL BUENOS AIRES BAR,CAFE,SUIPACHA 532,San Nicolas,Comuna 1
DECIBELES,CAFE,"PERON, JUAN DOMINGO, TTE. GENERAL 1996",Balvanera,Comuna 3
DEEP BLUE,PUB,RECONQUISTA 920,Retiro,Comuna 1
DEEP BLUE,PUB,AYACUCHO 1240,Recoleta,Comuna 2
DEJA VU,RESTAURANTE,PARAGUAY 3701,Palermo,Comuna 14
DE LA CARCOVA,RESTAURANTE,"BRAVO, MARIO 1299",Recoleta,Comuna 2
DEL AGUILA,RESTAURANTE,"FIGUEROA ALCORTA, PRES. AV. 7424",Belgrano,Comuna 13
DE LA TERRAZA,VINERIA,GURRUCHAGA 1824,Palermo,Comuna 14
DEL CIRCULO,CAFE,SAN MARTIN 353,San Nicolas,Comuna 1
DELEITE,RESTAURANTE,"ALVEAR, MARCELO T. De 1256",Retiro,Comuna 1
DEL ESTABLO,BAR,DEFENSA 1463,San Telmo,Comuna 1
DELFOR,CONFITERIA,ALVAREZ JONTE AV. 5290,Monte Castro,Comuna 10
DELFOS,RESTAURANTE,PUEYRREDON AV. 1550,Recoleta,Comuna 2
DELICITY,CONFITERIA,CORDOBA AV. 2370,Balvanera,Comuna 3
DELICITY,CAFE,VIAMONTE 1617,San Nicolas,Comuna 1
DELICITY,RESTAURANTE,"SALGUERO, JERONIMO 3071",Palermo,Comuna 14
DELICITY,RESTAURANTE,"SALGUERO, JERONIMO 2604",Palermo,Comuna 14
DELICITY,RESTAURANTE,SANTA FE AV. 3503,Palermo,Comuna 14
DELICITY,RESTAURANTE,JUNCAL 3100,Recoleta,Comuna 2
DELICITY,RESTAURANTE,PUEYRREDON AV. 1178,Recoleta,Comuna 2
DELICITY,CONFITERIA,"JUSTO, JUAN B. AV. 9421",Versalles,Comuna 10
DELICITY,PUB,DEL LIBERTADOR AV. 292,Retiro,Comuna 1
DELICITY SWEET HOUSE,RESTAURANTE,SANTA FE AV. 2600,Recoleta,Comuna 2
DELIER,CAFE,SUIPACHA 483,San Nicolas,Comuna 1
DELINGER,RESTAURANTE,GORRITI 5801,Palermo,Comuna 14
DELIVERY PIZZA,BAR,ARROYO 882,Retiro,Comuna 1
DE LOS CAMINANTES,RESTAURANTE,SARMIENTO AV. 4701,Palermo,Comuna 14
DE LOS CORRALES,RESTAURANTE,CORRALES 6799,Villa Riachuelo,Comuna 8
DEL PILAR,PUB,LAS HERAS GENERAL AV. 2001,Recoleta,Comuna 2
DEL SOL,CAFE,IRIGOYEN 1202,Versalles,Comuna 10
DELU,RESTAURANTE,BOEDO AV. 787,Boedo,Comuna 5
DELU,RESTAURANTE,RIVADAVIA AV. 4200,Almagro,Comuna 5
DELUCCA,RESTAURANTE,"ALVEAR, MARCELO T. De 1500",Recoleta,Comuna 2
DEMETRIA,RESTAURANTE,RAMALLO 2626,Saavedra,Comuna 12
DEMMY,RESTAURANTE,POTOSI 4246,Almagro,Comuna 5
DE MONA CASTAÃÆÃ¢â¬ËA,VINERIA,BERUTI 3336,Palermo,Comuna 14
DENISY BAR,RESTAURANTE,REGIMIENTO DE PATRICIOS AV. 711,Barracas,Comuna 4
DE OLIVAS Y LUSTRES,RESTAURANTE,GASCON 1460,Palermo,Comuna 14
DESDE EL ALMA,RESTAURANTE,HONDURAS 5296,Palermo,Comuna 14
DESEO CAFE,CAFE,BELGRANO AV. 1500,Monserrat,Comuna 1
DES HORAS,RESTAURANTE,PARAGUAY 3261,Recoleta,Comuna 2
DESIDERIO,BAR,SANTA FE AV. 801,Retiro,Comuna 1
DESPENSA,RESTAURANTE,PICHINCHA AV. 1895,Parque Patricios,Comuna 4
DEVOTO,RESTAURANTE,SAN MARTIN AV. 6915,Villa Devoto,Comuna 11
DIABLADA,CAFE,REPUBLICA BOLIVARIANA DE VENEZUELA 1401,Monserrat,Comuna 1
DIAGONAL,CAFE,"SAENZ PEÃÆÃ¢â¬ËA, ROQUE, PRES. AV. 897",San Nicolas,Comuna 1
DIEGO BAR,BAR,SANTIAGO DEL ESTERO 1697,Constitucion,Comuna 1
DIEGO II,BAR,CORRIENTES AV. 455,San Nicolas,Comuna 1
DI MAMA,RESTAURANTE,"JUSTO, JUAN B. AV. 4358",Caballito,Comuna 6
DIMAR,BAR,LAVALLE 372,San Nicolas,Comuna 1
DIONIS BUENOS AIRES,VINERIA,ESMERALDA 705,San Nicolas,Comuna 1
DIOS LOS CRIA,BAR,CHILE 502,San Telmo,Comuna 1
DIPEI,BAR,CORDOBA AV. 5599,Palermo,Comuna 14
DIQUE 1,BAR,REPUBLICA BOLIVARIANA DE VENEZUELA 102,Monserrat,Comuna 1
DIVINA PATAGONIA,BAR,HONDURAS 5710,Palermo,Comuna 14
DIXS BAR,RESTAURANTE,"BRAVO, MARIO 1055",Recoleta,Comuna 2
DI YAHOO,RESTAURANTE,GUISE 1924,Palermo,Comuna 14
DOMICE,VINERIA,"PERON, JUAN DOMINGO, TTE. GENERAL 1541",San Nicolas,Comuna 1
DOMINGA,RESTAURANTE,HONDURAS 5618,Palermo,Comuna 14
DOMINIO,RESTAURANTE,25 DE MAYO 706,San Nicolas,Comuna 1
DOÃÆÃ¢â¬ËA FLOR,RESTAURANTE,MALABIA 2497,Palermo,Comuna 14
DOÃÆÃ¢â¬ËA ISABEL,BAR,MENDOZA 3988,Villa Urquiza,Comuna 12
DOÃÆÃ¢â¬ËA MARIA,,CIUDAD DE LA PAZ 1162,Colegiales,Comuna 13
DOÃÆÃ¢â¬ËA MARIA,PUB,VARELA AV. 1157,Flores,Comuna 7
DOÃÆÃ¢â¬ËA TERE,RESTAURANTE,SAN JUAN AV. 618,San Telmo,Comuna 1
DON BASILICO,RESTAURANTE,REPUBLICA DE LA INDIA 2899,Palermo,Comuna 14
DON BATTAGLIA,RESTAURANTE,"SCALABRINI ORTIZ, RAUL AV. 802",Villa Crespo,Comuna 15
DON BUSTOS,RESTAURANTE,MEXICO 518,Monserrat,Comuna 1
DON CAFE,CAFE,PERU 154,Monserrat,Comuna 1
DON CARLOS,,BILLINGHURST 450,Almagro,Comuna 5
DON CARLOS,BAR,DE LOS CONSTITUYENTES AV. 6253,Villa Urquiza,Comuna 12
DON GALINDEZ,RESTAURANTE,LAVALLE 798,San Nicolas,Comuna 1
DON GAUNA,RESTAURANTE,GAONA AV. 1537,Caballito,Comuna 6
DON GENNARO,RESTAURANTE,DARWIN 40,Villa Crespo,Comuna 15
DON GOLO,RESTAURANTE,MOSCONI GENERAL AV. 3037,Villa Pueyrredon,Comuna 12
DON GOMEZ,RESTAURANTE,SOLER 5644,Palermo,Comuna 14
DON IGNACIO,RESTAURANTE,OLLEROS AV. 1879,Palermo,Comuna 14
DON ISIDRO,RESTAURANTE,BONPLAND 1905,Palermo,Comuna 14
DON JULIO,RESTAURANTE,GUATEMALA 4699,Palermo,Comuna 14
DON LECHON,RESTAURANTE,ELCANO AV. 3607,Villa Ortuzar,Comuna 15
DON LUIS,RESTAURANTE,SARMIENTO 682,San Nicolas,Comuna 1
DON OGARDI,RESTAURANTE,MEXICO 1176,Monserrat,Comuna 1
DON PAQUITO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 6429",Mataderos,Comuna 9
DON`T TELL MAMA,RESTAURANTE,PARAGUAY 5700,Palermo,Comuna 14
DON VICENTE,,"ACUÃÆÃ¢â¬ËA DE FIGUEROA, FRANCISCO 300",Almagro,Comuna 5
DON ZENON,RESTAURANTE,"DRAGO, LUIS MARIA 99",Villa Crespo,Comuna 15
DON ZOILO,RESTAURANTE,"PUEYRREDON, HONORIO, DR. AV. 1414",Villa Crespo,Comuna 15
DOORS,RESTAURANTE,TUCUMAN 1702,San Nicolas,Comuna 1
DOOTS,RESTAURANTE,PUEYRREDON AV. 1501,Recoleta,Comuna 2
DORA,RESTAURANTE,"ALEM, LEANDRO N. AV. 1016",Retiro,Comuna 1
DOS DE ORO,BAR,MORENO 1201,Monserrat,Comuna 1
DOSHI,RESTAURANTE,FITZ ROY 1613,Palermo,Comuna 14
DOS MUNDOS,RESTAURANTE,INDEPENDENCIA AV. 3601,Almagro,Comuna 5
DOS REYES BAR,RESTAURANTE,DEL LIBERTADOR AV. 4986,Palermo,Comuna 14
DOWN TOWN MATIAS,PUB,RECONQUISTA 701,San Nicolas,Comuna 1
DRAGON PORTEÃÆÃ¢â¬ËO,RESTAURANTE,ARRIBEÃÆÃ¢â¬ËOS 2137,Belgrano,Comuna 13
DRAGON & SWORD,,HONDURAS 5514,Palermo,Comuna 14
DR. GUEVARA,RESTAURANTE,BALCARCE 711,San Telmo,Comuna 1
DRINK STOP,RESTAURANTE,URUGUAY 1014,Recoleta,Comuna 2
DRUID IN,RESTAURANTE,RECONQUISTA 1040,Retiro,Comuna 1
DUBILNERS,RESTAURANTE,HUMBOLDT 1946,Palermo,Comuna 14
DUERO,RESTAURANTE,SANTA FE AV. 2499,Recoleta,Comuna 2
DUICINED,PUB,SANTA FE AV. 4130,Palermo,Comuna 14
DUO,RESTAURANTE,GAONA AV. 2500,Flores,Comuna 7
D' VITTORIO,PUB,LAVALLE 1669,San Nicolas,Comuna 1
EA,BAR,PARAGUAY 5302,Palermo,Comuna 14
E & E,RESTAURANTE,CASEROS AV. 2194,Parque Patricios,Comuna 4
EFE 1,BAR,SOLER 5601,Palermo,Comuna 14
EH! SANTINO,RESTAURANTE,BAEZ 196,Palermo,Comuna 14
EIFFEL,BAR,"ALEM, LEANDRO N. AV. 674",San Nicolas,Comuna 1
EL 602,BAR,BELGRANO AV. 602,Monserrat,Comuna 1
EL ALBA,RESTAURANTE,"CHUTRO, PEDRO, Prof., Dr. 3300",Parque Patricios,Comuna 4
EL ALBA,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 1319",San Nicolas,Comuna 1
EL ALFARERO,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 1215,Monserrat,Comuna 1
EL ALGIBE,RESTAURANTE,SAN MARTIN 1225,Retiro,Comuna 1
EL AMADOR,RESTAURANTE,REPUBLICA BOLIVARIANA DE VENEZUELA 101,Monserrat,Comuna 1
EL AMANECER DE CARLITOS,RESTAURANTE,DEL LIBERTADOR AV. 6172,Belgrano,Comuna 13
EL ANCLA DEL ORO,BAR,"MITRE, BARTOLOME 863",San Nicolas,Comuna 1
EL ANDEN,RESTAURANTE,CHILE 467,Monserrat,Comuna 1
EL ANDEN,RESTAURANTE,CHILE 467,Monserrat,Comuna 1
EL ARBOLITO,RESTAURANTE,TRIUNVIRATO AV. 3302,Villa Ortuzar,Comuna 15
EL ARGENTINO,BAR,MAIPU 761,San Nicolas,Comuna 1
EL ARRIERO,RESTAURANTE,LUGONES 2506,Villa Urquiza,Comuna 12
EL ASADOR,RESTAURANTE,CORDOBA AV. 2475,Recoleta,Comuna 2
EL BAGUAL,RESTAURANTE,ORTEGA Y GASSET 1777,Palermo,Comuna 14
EL BALON,BAR,ESTADO PLURINACIONAL DE BOLIVIA 1107,Villa Gral. Mitre,Comuna 11
EL BAR,CONFITERIA,"MITRE, BARTOLOME 2502",Balvanera,Comuna 3
EL BAR,RESTAURANTE,"SAENZ PEÃÆÃ¢â¬ËA, LUIS, PRES. 193",Monserrat,Comuna 1
EL BARCITO,RESTAURANTE,BRASIL 3195,Parque Patricios,Comuna 4
EL BAR.COM,BAR,SARMIENTO 2015,Balvanera,Comuna 3
EL BAR DE ALLENDE,RESTAURANTE,"BEIRO, FRANCISCO AV. 4699",Villa Devoto,Comuna 11
EL BAR DE BICHI Y KUKI,CAFE,AVELLANEDA AV. 2300,Flores,Comuna 7
EL BAR DE LA ESQUINA,RESTAURANTE,MEXICO 536,Monserrat,Comuna 1
EL BAR DE YANI,BAR,SANCHEZ DE LORIA 802,Balvanera,Comuna 3
EL BODEGON,RESTAURANTE,BALCARCE 378,Monserrat,Comuna 1
EL BOLICHE,BAR,"VALLE, ARISTOBULO DEL 610",Boca,Comuna 4
EL BOLICHE DE MANDO,RESTAURANTE,"BALBIN, RICARDO, DR. AV. 4881",Saavedra,Comuna 12
EL BOMBON,RESTAURANTE,"GOYENA, PEDRO AV. 627",Caballito,Comuna 6
EL BRETON FENIX,RESTAURANTE,RIVADAVIA AV. 7800,Floresta,Comuna 10
EL BUEN GOURMET,RESTAURANTE,CHARCAS 4063,Palermo,Comuna 14
EL BUEN GUSTO,RESTAURANTE,"PERON, EVA AV. 5587",Mataderos,Comuna 9
EL BURGUER MIX,RESTAURANTE,"MONTES DE OCA, MANUEL 1336",Barracas,Comuna 4
EL CABALLITO,RESTAURANTE,LAS HERAS GENERAL AV. 2995,Palermo,Comuna 14
EL CAFE DE ARENALES,RESTAURANTE,ARENALES 3102,Recoleta,Comuna 2
EL CAFE DE CABALLITO,CAFE,RIVADAVIA AV. 5108,Caballito,Comuna 6
EL CAFE DE LA ESQUINA,CAFE,CHICLANA AV. 2920,Parque Patricios,Comuna 4
EL CAFE DEL VIDEO,CONFITERIA,ALVAREZ JONTE AV. 6199,Versalles,Comuna 10
EL CANO GRILL,RESTAURANTE,ELCANO AV. 3430,Colegiales,Comuna 13
EL CARACOL,RESTAURANTE,BOLIVAR 1101,San Telmo,Comuna 1
EL CEDRON,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 6101",Mataderos,Comuna 9
EL CEIBAL,RESTAURANTE,GUEMES 3402,Palermo,Comuna 14
EL CENADO,CAFE,VEDIA 1901,NuÃÆÃÂ±ez,Comuna 13
EL CENTINELA,RESTAURANTE,MORENO 1594,Monserrat,Comuna 1
EL CERRITO,RESTAURANTE,CERRITO 222,San Nicolas,Comuna 1
EL CHAMUYO,RESTAURANTE,"BELAUSTEGUI, LUIS, Dr. 3202",Villa Santa Rita,Comuna 11
EL CHAVAL,RESTAURANTE,RIVADAVIA AV. 8327,Floresta,Comuna 10
EL CHICHE,RESTAURANTE,CORRIENTES AV. 4642,Almagro,Comuna 5
EL CLAUSTRO SANTA CATALINA RESTAURA,RESTAURANTE,SAN MARTIN 705,San Nicolas,Comuna 1
EL CLAVEL,CAFE,CORRIENTES AV. 2311,Balvanera,Comuna 3
EL CLAVEL,CAFE,RIVADAVIA AV. 6766,Flores,Comuna 7
EL CLAVEL DE EGIPTO,RESTAURANTE,CORRIENTES AV. 965,San Nicolas,Comuna 1
EL CLAVEL DE SUAREZ,RESTAURANTE,CORRIENTES AV. 702,San Nicolas,Comuna 1
EL CLAVO DE ORO,RESTAURANTE,LOPE DE VEGA AV. 1501,Monte Castro,Comuna 10
EL CLON,RESTAURANTE,ALVAREZ JONTE AV. 5164,Monte Castro,Comuna 10
EL COCOROCO,RESTAURANTE,AMENABAR 2415,Belgrano,Comuna 13
EL COLECCIONISTA,CAFE,RIVADAVIA AV. 4929,Caballito,Comuna 6
EL CORDOBES,RESTAURANTE,RIO CUARTO 1308,Barracas,Comuna 4
EL CORSARIO,BAR,DON PEDRO DE MENDOZA AV. 1987,Boca,Comuna 4
EL CRACK,RESTAURANTE,VIAMONTE 1379,San Nicolas,Comuna 1
EL CREADOR,RESTAURANTE,"GOYENA, PEDRO AV. 99",Caballito,Comuna 6
EL CRIOLLITO,RESTAURANTE,DE LOS CORRALES AV. 6575,Mataderos,Comuna 9
EL CUARTITO,RESTAURANTE,TALCAHUANO 937,Retiro,Comuna 1
EL DEPO,BAR,PAVON 1201,Constitucion,Comuna 1
EL DESTINO,RESTAURANTE,DIAZ VELEZ AV. 5568,Caballito,Comuna 6
EL DORADO,RESTAURANTE,CORDOBA AV. 622,San Nicolas,Comuna 1
EL DORADO,RESTAURANTE,"ALVEAR, MARCELO T. De 1600",Recoleta,Comuna 2
EL DUENDE,RESTAURANTE,SAN JOSE 93,Monserrat,Comuna 1
EL DUENDE BAR,BAR,CHILE 495,Monserrat,Comuna 1
EL EDEN,PUB,SAN MARTIN AV. 6896,Villa Devoto,Comuna 11
EL EDEN,PUB,ALVAREZ THOMAS AV. 2163,Villa Ortuzar,Comuna 15
EL ENCANTO,RESTAURANTE,BONPLAND 1642,Palermo,Comuna 14
EL ENCUENTRO,,"DE LA TORRE, LISANDRO AV. 2375",Mataderos,Comuna 9
EL ENCUENTRO,RESTAURANTE,"MITRE, BARTOLOME 2202",Balvanera,Comuna 3
EL ENCUENTRO,RESTAURANTE,"YRIGOYEN, HIPOLITO 3002",Balvanera,Comuna 3
EL ENCUENTRO,RESTAURANTE,"CALVO, CARLOS 400",San Telmo,Comuna 1
EL ENDIABLADO,RESTAURANTE,FRAY JUSTO SANTAMARIA DE ORO 2517,Palermo,Comuna 14
EL ESCORIAL,BAR,LIMA 215,Monserrat,Comuna 1
EL ESCORIAL,CAFE,"CHILAVERT, MARTINIANO, CORONEL 6287",Villa Riachuelo,Comuna 8
EL ESPAÃÆÃ¢â¬ËOL,RESTAURANTE,RINCON 196,Balvanera,Comuna 3
EL ESTANCIERO,RESTAURANTE,BAEZ 202,Palermo,Comuna 14
EL ESTAÃÆÃ¢â¬ËO,BAR,"VALLE, ARISTOBULO DEL 1100",Boca,Comuna 4
EL EVENTO,RESTAURANTE,VIAMONTE 1380,San Nicolas,Comuna 1
EL FARO,RESTAURANTE,CORRIENTES AV. 1392,San Nicolas,Comuna 1
EL FAROL,RESTAURANTE,ROCAMORA 4599,Almagro,Comuna 5
EL FEDERAL,BAR,"CALVO, CARLOS 599",San Telmo,Comuna 1
EL FEDERAL,RESTAURANTE,HONDURAS 5254,Palermo,Comuna 14
EL FEDERAL. PULPERIA,RESTAURANTE,SERRANO 1507,Palermo,Comuna 14
EL FIGON DE BONILLA,RESTAURANTE,"ALEM, LEANDRO N. AV. 673",San Nicolas,Comuna 1
EL FOGON,RESTAURANTE,JUNCAL 4602,Palermo,Comuna 14
EL FORTIN,RESTAURANTE,LOPE DE VEGA AV. y ALVAREZ JONTE AV.,Monte Castro,Comuna 10
EL FORTIN,RESTAURANTE,CABILDO AV. 4702,Saavedra,Comuna 12
EL FRESNO,RESTAURANTE,"MITRE, BARTOLOME 2539",Balvanera,Comuna 3
EL GALEANO,BAR,"ALVEAR, MARCELO T. De 2101",Recoleta,Comuna 2
EL GALEON,RESTAURANTE,SANTA FE AV. 4002,Palermo,Comuna 14
EL GALLO,BAR,RIVADAVIA AV. 1345,San Nicolas,Comuna 1
EL GALPON,RESTAURANTE,URUGUAY 1078,Recoleta,Comuna 2
EL GARFIO,CAFE,DIRECTORIO AV. 2699,Flores,Comuna 7
EL GATO,RESTAURANTE,HUMBOLDT 17,Villa Crespo,Comuna 15
EL GATO NEGRO,BAR,CORRIENTES AV. 1669,San Nicolas,Comuna 1
EL GAUCHITO GIL,RESTAURANTE,SALTA 1567,Constitucion,Comuna 1
EL GLOBITO,CAFE,CASEROS AV. 3015,Parque Patricios,Comuna 4
EL GLOBO,RESTAURANTE,"YRIGOYEN, HIPOLITO 1199",Monserrat,Comuna 1
EL GORRITI RESTAURANT,RESTAURANTE,GORRITI 3780,Palermo,Comuna 14
EL GOSTARAZO II,RESTAURANTE,SAN PEDRITO AV. 250,Flores,Comuna 7
EL GRADUADO,CAFE,CALLAO AV. 498,Balvanera,Comuna 3
EL GRADUADO,BAR,PARAGUAY 2038,Recoleta,Comuna 2
EL GRAN ESPAÃÆÃ¢â¬ËOL,RESTAURANTE,LA RIOJA 2161,Parque Patricios,Comuna 4
EL GRAN PODER RESTAURANT,RESTAURANTE,"PAZ, GRAL. AV. 10766",Liniers,Comuna 9
EL GRIEGO,PUB,"BEIRO, FRANCISCO AV. 5293",Villa Devoto,Comuna 11
EL GRILL,PUB,MOSCONI GENERAL AV. 2502,Villa Pueyrredon,Comuna 12
EL GUARANI,RESTAURANTE,PUEYRREDON AV. 1106,Recoleta,Comuna 2
EL HALCON,RESTAURANTE,RIVADAVIA AV. 8451,Floresta,Comuna 10
EL HIPOPOTAMO,BAR,BRASIL 401,San Telmo,Comuna 1
EL HURACAN,RESTAURANTE,CASEROS AV. 2807,Parque Patricios,Comuna 4
ELIEL,RESTAURANTE,LARREA 1541,Recoleta,Comuna 2
EL IMPARCIAL,RESTAURANTE,"YRIGOYEN, HIPOLITO 1201",Monserrat,Comuna 1
EL IMPERIAL,RESTAURANTE,BERMUDEZ 3198,Villa Devoto,Comuna 11
EL IMPERIO DE LA PIZZA,RESTAURANTE,CORRIENTES AV. 6891,Chacarita,Comuna 15
EL JARDIN,RESTAURANTE,RIVADAVIA AV. 715,San Nicolas,Comuna 1
EL KOZAKO,RESTAURANTE,JUNIN 1460,Recoleta,Comuna 2
EL LAZO,RESTAURANTE,"ALBERDI, JUAN BAUTISTA AV. 334",Caballito,Comuna 6
EL LITORAL,CAFE,PASCO 2200,Parque Patricios,Comuna 4
EL MADROÃÆÃ¢â¬ËO,RESTAURANTE,CABILDO AV. 3874,Saavedra,Comuna 12
EL MALECON,RESTAURANTE,AVELLANEDA AV. 3901,Floresta,Comuna 10
EL MANTO,RESTAURANTE,COSTA RICA 5801,Palermo,Comuna 14
EL MERCADO,RESTAURANTE,SALOTTI MARTHA 445,Puerto Madero,Comuna 1
EL MESON DE DON ENRIQUE,RESTAURANTE,BELGRANO AV. 1696,Monserrat,Comuna 1
EL METRO,RESTAURANTE,LA PLATA AV. 1385,Parque Chacabuco,Comuna 7
EL METRO,RESTAURANTE,LA PLATA AV. 1385,Parque Chacabuco,Comuna 7
EL MIRASOL DE PUERTO MADERO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 202",Puerto Madero,Comuna 1
EL MOSQUITO,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 4499",Almagro,Comuna 5
EL MOTIVO,RESTAURANTE,SAN MARTIN AV. 3305,Paternal,Comuna 15
EL MUELLE,PUB,"ALEM, LEANDRO N. AV. 1024",Retiro,Comuna 1
EL MURAL,RESTAURANTE,MOSCONI GENERAL AV. 2433,Villa Pueyrredon,Comuna 12
EL MYSTICO,RESTAURANTE,GORRITI 5902,Palermo,Comuna 14
EL NACIONAL,RESTAURANTE,SUIPACHA 201,San Nicolas,Comuna 1
EL NACIONAL,RESTAURANTE,ESTADOS UNIDOS 302,San Telmo,Comuna 1
EL NAVEGANTE,RESTAURANTE,VIAMONTE 154,San Nicolas,Comuna 1
EL NIDO,RESTAURANTE,BELGRANO AV. 126,Monserrat,Comuna 1
EL NIÃÆÃ¢â¬ËO JULIO,RESTAURANTE,MONROE 2701,Belgrano,Comuna 13
EL NORTE,RESTAURANTE,"URIBURU JOSE E., Pres. 1680",Recoleta,Comuna 2
EL NOVILLO ALEGRE,RESTAURANTE,GOROSTIAGA 1833,Palermo,Comuna 14
EL NUEVO HENRY BAR,CAFE,VIAMONTE 1301,San Nicolas,Comuna 1
EL NUEVO MILENIO,BAR,"VILLAFAÃÆÃ¢â¬ËE, WENCESLAO 412",Boca,Comuna 4
EL NUEVO NICO,CAFE,RIVADAVIA AV. 2714,Balvanera,Comuna 3
EL NUEVO PUENTE,RESTAURANTE,BELGRANO AV. 233,Monserrat,Comuna 1
EL NUEVO REFUGIO,RESTAURANTE,CASEROS AV. 2700,Parque Patricios,Comuna 4
EL NUEVO RINCON,,INDEPENDENCIA AV. 2088,San Cristobal,Comuna 3
EL OASIS,RESTAURANTE,SAN JUAN AV. 600,San Telmo,Comuna 1
EL OBRERO,RESTAURANTE,"CAFFARENA, AGUSTIN R. 64",Boca,Comuna 4
EL OLMO,RESTAURANTE,SANTA FE AV. 2502,Recoleta,Comuna 2
EL OMBU,RESTAURANTE,SARMIENTO 775,San Nicolas,Comuna 1
EL OMBU,,VARELA AV. 1296,Flores,Comuna 7
EL OMBU,RESTAURANTE,"ALVAREZ, DONATO, Tte. Gral. 1096",Flores,Comuna 7
EL OMBU PARRILLA BAR,RESTAURANTE,PATAGONES 2976,Parque Patricios,Comuna 4
EL PALACIO DE LA PAPA FRITA,RESTAURANTE,CORRIENTES AV. 1612,San Nicolas,Comuna 1
EL PALACIO DE LA PAPA FRITA,RESTAURANTE,LAVALLE 735,San Nicolas,Comuna 1
EL PALACIO DE LA PAPA FRITA,RESTAURANTE,LAVALLE 954,San Nicolas,Comuna 1
EL PALACIO DE LA PIZZA,RESTAURANTE,CORRIENTES AV. 751,San Nicolas,Comuna 1
EL PALACIO DEL SANDWICH,RESTAURANTE,AZCUENAGA 270,Balvanera,Comuna 3
EL PALACIO I,,RIVADAVIA AV. 4994,Caballito,Comuna 6
EL PAMPA,BAR,"MONTES DE OCA, MANUEL 1051",Barracas,Comuna 4
EL PAPILLON,CONFITERIA,SUIPACHA 202,San Nicolas,Comuna 1
EL PARQUE,CONFITERIA,CASEROS AV. 3001,Parque Patricios,Comuna 4
EL PARRILLON DE RECOLETA,RESTAURANTE,DEL LIBERTADOR AV. 3880,Palermo,Comuna 14
EL PASEO,PUB,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1634",Retiro,Comuna 1
EL PASEO CAE,CAFE,CERRITO 1070,Retiro,Comuna 1
EL PATIO,CONFITERIA,RECONQUISTA 269,San Nicolas,Comuna 1
EL PATIO DE SAN TELMO,RESTAURANTE,PIEDRAS 1316,San Telmo,Comuna 1
EL PATO,BAR,GONCALVES DIAS 885,Barracas,Comuna 4
EL PATO DE SAN RAMON,RESTAURANTE,RECONQUISTA 269,San Nicolas,Comuna 1
EL PENSADOR,RESTAURANTE,PARAGUAY 4495,Palermo,Comuna 14
EL PERRO ANDALUZ,RESTAURANTE,DEFENSA 1066,San Telmo,Comuna 1
EL PETOLO,RESTAURANTE,CORRIENTES AV. 485,San Nicolas,Comuna 1
EL PINDAL,RESTAURANTE,MONROE 5100,Villa Urquiza,Comuna 12
EL PINGÃÆÃâINO,,GAONA AV. 3302,Flores,Comuna 7
EL PINGÃÆÃâINO DE PALERMO,RESTAURANTE,PARAGUAY 4496,Palermo,Comuna 14
EL PIRINGUNDIN,RESTAURANTE,CHILE AV. 355,Monserrat,Comuna 1
EL PLATO VOLADOR,RESTAURANTE,ALVAREZ JONTE AV. 4100,Monte Castro,Comuna 10
EL POLLO RICARDO,,HUALFIN 1100,Caballito,Comuna 6
EL PONCHO,RESTAURANTE,"URIBURU JOSE E., Pres. 215",Balvanera,Comuna 3
